213,Home Depot,Other Expenses,Robot,9/4/2019,Mach Screw,"FL HD PH SS 1/4""-20x1-1/2""",2,1.18,2.36,FALSE,
214,Home Depot,Other Expenses,Interest,9/4/2019,Product Taxes,Machine Shop,1,4.1,4.1,FALSE,
215,Home Depot,Other Expenses,Taxes,9/4/2019,Product Taxes,Machine Shop Supplies,1,4.1,4.1,FALSE,
216,Home Depot,Other Expenses,Office Supplies,10/12/2019,Wall Plate,Flexible Open Wall Plate,1,8.78,8.78,FALSE,
217,Home Depot,Other Expenses,Robot,10/12/2019,Machine Screw Kit,MS KIT ZP 405 PCS,1,7.67,7.67,FALSE,
218,Home Depot,Other Expenses,Robot,10/12/2019,Sheet Metal Screw ,Sht Met SCR FL HD PH Zinc,1,1.18,1.18,FALSE,
219,Home Depot,Other Expenses,Taxes,10/12/2019,Product Taxes,Office Supplies Purchase,1,1.52,1.52,FALSE,
220,Home Depot,Other Expenses,Machine Shop Supplies,9/24/2019,Grinder,"Rby 6"" Grinder W/Lights",1,49.97,49.97,FALSE,
221,Home Depot,Other Expenses,Machine Shop Supplies,9/24/2019,7 Pc Bit Set,Ryobi 7-pc Black Drill Bit Set,1,4.47,4.47,FALSE,
222,Home Depot,Other Expenses,Robot,9/24/2019,Mach Scr,"Fl HD PH Zinc #10-24x1-1/4""",1,1.18,1.18,FALSE,
223,Home Depot,Other Expenses,Robot,9/24/2019,Mach Scr,"Fl HD PH Zinc #10-32x1-1/4""",1,1.18,1.18,FALSE,
224,Home Depot,Other Expenses,Taxes,9/24/2019,Product Taxes,Machine Shop Supplies,1,4.9,4.9,FALSE,
225,Kings Hardware,Other Expenses,Machine Shop Supplies,9/7/2019,Clamp,"3"" Clamp On Bench Vise",1,24.99,24.99,FALSE,
226,Kings Hardware,Other Expenses,Robot,9/7/2019,Rotary Tool,2 spd Rotary Tool,1,54.99,54.99,FALSE,
227,Kings Hardware,Other Expenses,Taxes,9/7/2019,Product Taxes,Machine Shop Supplies,1,6.9,6.9,FALSE,
228,ACE Hardware,Other Expenses,Machine Shop Supplies,9/25/2019,Clamp,"Plastic Wht 1/2"" CD 12",1,2.99,2.99,FALSE,
229,ACE Hardware,Other Expenses,Robot,9/25/2019,Term SPD,16-14G4-6SD10PK,1,4.49,4.49,FALSE,
230,ACE Hardware,Other Expenses,Robot,9/25/2019,Tape,Tape Cube GRND ,1,9.99,9.99,FALSE,
231,ACE Hardware,Other Expenses,Taxes,9/25/2019,Product Taxes,Robot Parts,1,1.51,1.51,FALSE,
232,Home Depot,Other Expenses,Test Fixtures,2/10/2020,Black Cable Tie,"4"" Blk UV Cable Tie 40 pk",1,2.98,2.98,FALSE,
233,Home Depot,Other Expenses,Test Fixtures,2/10/2020,GE Silicone,GE W&D Clear 2.8oz,1,4.27,4.27,FALSE,
234,Home Depot,Other Expenses,Test Fixtures,2/10/2020,Thermostat,The Round,1,29.68,29.68,FALSE,
235,Home Depot,Other Expenses,Taxes,2/10/2020,Product Taxes,Test Fixture Components,1,3.19,3.19,FALSE,
236,Home Depot,Other Expenses,Test Fixtures,11/3/2019,3/8 WKFCCIVER,2238493306,1,3.27,3.27,FALSE,
237,Home Depot,Other Expenses,Test Fixtures,11/3/2019,"2"" WHTBRSBRSH",77089150032,1,1.28,1.28,FALSE,
238,Home Depot,Other Expenses,Test Fixtures,11/3/2019,Tray Liner,77089911008,1,0.98,0.98,FALSE,
239,Home Depot,Other Expenses,Test Fixtures,11/3/2019,CHLKDAGED,20066447472,1,6.98,6.98,FALSE,
240,Home Depot,Other Expenses,Test Fixtures,11/3/2019,End Cap,42541014054,1,13.56,13.56,FALSE,
241,Home Depot,Other Expenses,Test Fixtures,11/3/2019,Connector,42541014054,1,13.56,13.56,FALSE,
242,Home Depot,Other Expenses,Test Fixtures,11/3/2019,300CV 15,8.83E+11,1,16.97,16.97,FALSE,
243,Home Depot,Other Expenses,Test Fixtures,11/3/2019,200CV 15,8.83E+11,1,15.97,15.97,FALSE,
244,Home Depot,Other Expenses,Test Fixtures,11/3/2019,9x12 DRPCLTH,73257012751,1,1.98,1.98,FALSE,
245,Home Depot,Other Expenses,Test Fixtures,11/3/2019,SYL40WB132P,46135133695,2,2.97,5.94,FALSE,
246,Home Depot,Other Expenses,Test Fixtures,11/3/2019,Socket,8.86E+11,1,1.58,1.58,FALSE,
247,Home Depot,Other Expenses,Test Fixtures,11/3/2019,Casing-PI,7.73E+11,4,1.47,5.88,FALSE,
248,Home Depot,Other Expenses,Test Fixtures,11/3/2019,1x12x4 No. 2,98945051881,2,9.58,19.16,FALSE,
249,Home Depot,Other Expenses,Taxes,11/3/2019,Product  Taxes,Robot Parts,1,11.35,11.35,FALSE,
250,Amazon Prime,Other Expenses,Test Fixtures,1/31/2020,3m USB Cable,Printer Cable Rt Angle,1,8.22,8.22,FALSE,
251,Amazon Prime,Other Expenses,Taxes,1/31/2020,3m USB Cable,Printer Cable Rt Angle,1,0.71,0.71,FALSE,
252,Amazon Prime,Other Expenses,Test Fixtures,2/18/2020,Power Supply,Black Module Soldering Kit,1,6.19,6.19,FALSE,
253,Amazon Prime,Other Expenses,Test Fixtures,2/13/2020,Serial Interface Adapter,Blue Backlight,1,9.99,9.99,FALSE,
254,Amazon Prime,Other Expenses,Taxes,2/13/2020,Serial Interface Adapter,Blue Backlight,1,0.86,0.86,FALSE,
255,Amazon Prime,Other Expenses,Taxes,2/18/2020,Power Supply,Black Module Soldering Kit,1,0.53,0.53,FALSE,
256,Amazon Prime,Other Expenses,Test Fixtures,2/8/2020,RoboDyn-Classic UNO R3,ATmega328 and Arduino IDE,1,8.99,8.99,FALSE,
257,Amazon Prime,Other Expenses,Test Fixtures,1/29/2020,Striveday 30 AWG Wire,30 Gauge Coper Hook Up Wire,1,12.99,12.99,FALSE,
258,Amazon Prime,Other Expenses,Test Fixtures,1/29/2020,GiBot Cable Glands,25 PK Plastic Waterproof ,1,9.49,9.49,FALSE,
259,Amazon Prime,Other Expenses,Taxes,1/29/2020,Product taxes,Machine Shop Supplies,1,1.94,1.94,FALSE,
260,Amazon Prime,Other Expenses,Test Fixtures,1/31/2020,StarTech.com 3m USB ,USB Printer Cable-Right Angle USB Cable,1,8.22,8.22,FALSE,
261,Amazon Prime,Other Expenses,Taxes,1/31/2020,StarTech.com 3m USB ,USB Printer Cable-Right Angle USB Cable,1,0.71,0.71,FALSE,
262,Amazon Prime,Other Expenses,Taxes,1/27/2020,"Micro Taps, M1 to M3.5",Machine Hand Screw Thread Tap Set,1,0.92,0.92,FALSE,
263,Amazon Prime,Other Expenses,Machine Shop Supplies,1/22/2020,uxcell Tap Wrench Hanle,Metric Adjustable Bar Holder,1,8.29,8.29,FALSE,
264,Amazon Prime,Other Expenses,Taxes,1/22/2020,uxcell Tap Wrench Hanle,Metric Adjustable Bar Holder,1,0.72,0.72,FALSE,
265,Amazon Prime,Other Expenses,Machine Shop Supplies,1/27/2020,"Micro Taps, M1 to M3.5",Machine Hand Screw Thread Tap Set,1,10.69,10.69,FALSE,
266,Dorna,Other Expenses,Robot,8/27/2019,Dorna Robot,5 Axis Robot Arm,1,1500,1500,FALSE,
267,Dorna,Other Expenses,Robot,8/27/2019,Servo Gripper,Gripper attachment for Robot Arm,1,100,100,FALSE,
268,Dorna,Other Expenses,Shipping,8/27/2019,Product Shipping,Robot Arm,1,43,43,FALSE,
269,Ebay,Other Expenses,Robot,3/1/2020,Mechanical Arm Claw,Robot Mechanical Arm Claw Humanoid Left Hand with Servs for Robotics Assembled,1,127,127,FALSE,
270,Ebay,Other Expenses,Taxes,3/1/2020,Product Taxes,Robot Mechanical Arm Claw Humanoid Left Hand with Servs for Robotics Assembled,1,10.95,10.95,FALSE,
271,Software Garage,Other Expenses,Office Supplies,11/7/2019,Microsoft VISO,Scematic Design Software,1,39.9,39.9,FALSE,
272,Home Depot,Other Expenses,Machine Shop Supplies,3/18/2020,Screw,#8 x 2 EXT Screw 1 lb,1,8.97,8.97,FALSE,
273,McMaster-Carr,Other Expenses,Test Fixtures,3/22/2020,Pipe Fitting,Reducing Adaptor 3/8 NPT x 1/8 BSPP,2,14.99,29.98,FALSE,
274,Staples,Other Expenses,Travel,1/31/2020,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,
275,Staples,Other Expenses,Travel,2/14/2020,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,
276,Globecomm,Other Expenses,Travel,12/6/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,
277,Globecomm,Other Expenses,Travel,12/13/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,
278,Globecomm,Other Expenses,Travel,1/3/2020,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,
279,Globecomm,Other Expenses,Travel,1/3/2020,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,
280,Globecomm,Other Expenses,Travel,8/2/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,
281,Globecomm,Other Expenses,Travel,8/9/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,
282,Globecomm,Other Expenses,Travel,8/16/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,
283,Globecomm,Other Expenses,Travel,8/23/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,
284,Globecomm,Other Expenses,Travel,8/30/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,
285,Michael Ford,Other Expenses,Training,5/8/2020,HarvardX CS50W,Cs50's Web Programming with Python and JavaScript,1,149,149,TRUE,Monthly
286,Ford Household,Other Expenses,Rent,5/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly
287,Ford Household,Other Expenses,Rent,8/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly
288,Ford Household,Other Expenses,Rent,7/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly
289,Ford Household,Other Expenses,Rent,6/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly
290,Ford Household,Other Expenses,Rent,9/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly
291,Ford Household,Other Expenses,Rent,10/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly
292,Ford Household,Other Expenses,Rent,11/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly
293,Ford Household,Other Expenses,Rent,12/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly
294,Paddle,Other Expenses,Software,6/23/2020,Bootstrap Studio,Web development software,1,29,29,FALSE,
295,Amazon Prime,Other Expenses,Robot,11/15/2020,Touchscreen Monitor,7in for Raspberry PI,1,64.97,64.97,FALSE,
296,Amazon Prime,Other Expenses,Robot,11/15/2020,Raspberry PI,8GB Extreeme Kit-128G Edition,1,149.97,149.97,FALSE,
297,Amazon Prime,Other Expenses,Robot,11/15/2020,Tax,Robot Raspberry PI,1,18.54,18.54,FALSE,
298,Home Depot,Other Expenses,Machine Shop Supplies,8/31/2020,Shop Items,Misc,1,78.24,78.24,FALSE,
299,Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,1/26/2020,Insurance,Professionsl Liability,1,32.9,32.9,FALSE,
300,Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,2/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly
301,Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,3/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly
302,Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,4/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly
303,Berksire Hathaway Direct Insurance Company,Other Expenses,,5/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly
304,Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,5/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly
305,Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,6/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly
306,Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,7/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly
307,Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,8/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly
308,Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,9/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly
309,Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,10/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly
310,Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,11/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly
311,Habberstad BMW,Other Expenses,Vehicle Lease,1/16/2020,BMW,320ix,1,329,329,TRUE,Monthly
312,Habberstad BMW,Other Expenses,Vehicle Lease,2/16/2020,BMW,320ix,1,329,329,TRUE,Monthly
313,Habberstad BMW,Other Expenses,Vehicle Lease,3/16/2020,BMW,320ix,1,329,329,TRUE,Monthly
314,Habberstad BMW,Other Expenses,Vehicle Lease,4/16/2020,BMW,320ix,1,329,329,TRUE,Monthly
315,Habberstad BMW,Other Expenses,Vehicle Lease,5/16/2020,BMW,320ix,1,329,329,TRUE,Monthly
316,Habberstad BMW,Other Expenses,Vehicle Lease,7/16/2020,BMW,320ix,1,329,329,TRUE,Monthly
317,Habberstad BMW,Other Expenses,Vehicle Lease,8/16/2020,BMW,320ix,1,329,329,TRUE,Monthly
318,Habberstad BMW,Other Expenses,Vehicle Lease,9/16/2020,BMW,320ix,1,329,329,TRUE,Monthly
319,Habberstad BMW,Other Expenses,Vehicle Lease,10/16/2020,BMW,320ix,1,329,329,TRUE,Monthly
320,Habberstad BMW,Other Expenses,Vehicle Lease,11/16/2020,BMW,320ix,1,329,329,TRUE,Monthly
321,Habberstad BMW,Other Expenses,Vehicle Lease,12/16/2020,BMW,320ix,1,329,329,TRUE,Monthly
322,AWS Web Service,Other Expenses,All General Expenses,1/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
323,AWS Web Service,Other Expenses,All General Expenses,2/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
324,AWS Web Service,Other Expenses,All General Expenses,3/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
325,AWS Web Service,Other Expenses,All General Expenses,4/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
326,AWS Web Service,Other Expenses,All General Expenses,5/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
327,AWS Web Service,Other Expenses,All General Expenses,6/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
328,AWS Web Service,Other Expenses,All General Expenses,7/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
329,AWS Web Service,Other Expenses,All General Expenses,8/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
330,AWS Web Service,Other Expenses,All General Expenses,9/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
331,AWS Web Service,Other Expenses,All General Expenses,10/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
332,AWS Web Service,Other Expenses,All General Expenses,11/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
333,AWS Web Service,Other Expenses,All General Expenses,12/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly
334,"GoDaddy operating Company, LLC",Other Expenses,All General Expenses,11/23/2020,Domain Registration,automatedtestsolutions.com,1,405.16,405.16,FALSE,
335,"GoDaddy operating Company, LLC",Other Expenses,All General Expenses,11/21/2020,Domain Registration,automatedtestsolution.com,1,30.34,30.34,FALSE,
336,"GoDaddy operating Company, LLC",Other Expenses,All General Expenses,11/21/2020,Domain Registration,automatedtestsolultions.com,1,30.34,30.34,FALSE,
